timesteps,mean_reward
894,156.32963155555558
895,156.32963155555558
896,156.32963155555558
897,156.32963155555558
898,156.32963155555558
899,156.32963155555558
900,156.32963155555558
901,156.32963155555558
902,156.32963155555558
903,156.32963155555558
904,156.32963155555558
905,156.32963155555558
906,156.32963155555558
907,156.32963155555558
908,156.32963155555558
909,156.32963155555558
910,156.32963155555558
911,156.32963155555558
912,156.32963155555558
913,156.32963155555558
914,156.32963155555558
915,156.32963155555558
916,156.32963155555558
917,156.32963155555558
918,156.32963155555558
919,156.32963155555558
920,156.32963155555558
921,156.32963155555558
922,156.32963155555558
923,156.32963155555558
924,156.32963155555558
925,156.32963155555558
926,156.32963155555558
927,156.32963155555558
928,156.32963155555558
929,156.32963155555558
930,156.32963155555558
931,156.32963155555558
932,156.32963155555558
933,156.32963155555558
934,156.32963155555558
935,156.32963155555558
936,156.32963155555558
937,156.32963155555558
938,156.32963155555558
939,156.32963155555558
940,156.32963155555558
941,156.32963155555558
942,156.32963155555558
943,156.32963155555558
944,156.32963155555558
945,156.32963155555558
946,156.32963155555558
947,156.32963155555558
948,156.32963155555558
949,156.32963155555558
950,156.32963155555558
951,156.32963155555558
952,156.32963155555558
953,156.32963155555558
954,156.32963155555558
955,156.32963155555558
956,156.32963155555558
957,156.32963155555558
958,156.32963155555558
959,156.32963155555558
960,156.32963155555558
961,156.32963155555558
962,156.32963155555558
963,156.32963155555558
964,156.32963155555558
965,156.32963155555558
966,156.32963155555558
967,156.32963155555558
968,156.32963155555558
969,156.32963155555558
970,156.32963155555558
971,156.32963155555558
972,156.32963155555558
973,156.32963155555558
974,156.32963155555558
975,156.32963155555558
976,156.32963155555558
977,156.32963155555558
978,156.32963155555558
979,156.32963155555558
980,156.32963155555558
981,156.32963155555558
982,156.32963155555558
983,156.32963155555558
984,156.32963155555558
985,156.32963155555558
986,156.32963155555558
987,156.32963155555558
988,156.32963155555558
989,156.32963155555558
990,156.32963155555558
991,156.32963155555558
992,156.32963155555558
993,156.32963155555558
994,156.32963155555558
995,156.32963155555558
996,156.32963155555558
997,156.32963155555558
998,156.32963155555558
999,156.32963155555558
1000,156.32963155555558
1001,156.32963155555558
1002,156.32963155555558
1003,156.32963155555558
1004,156.32963155555558
1005,156.32963155555558
1006,156.32963155555558
1007,156.32963155555558
1008,156.32963155555558
1009,156.32963155555558
1010,156.32963155555558
1011,156.32963155555558
1012,156.32963155555558
1013,156.32963155555558
1014,156.32963155555558
1015,156.32963155555558
1016,156.32963155555558
1017,156.32963155555558
1018,156.32963155555558
1019,156.32963155555558
1020,156.32963155555558
1021,156.32963155555558
1022,156.32963155555558
1023,156.32963155555558
1024,156.32963155555558
1025,156.32963155555558
1026,156.32963155555558
1027,156.32963155555558
1028,156.32963155555558
1029,156.32963155555558
1030,156.32963155555558
1031,156.32963155555558
1032,156.32963155555558
1033,156.32963155555558
1034,156.32963155555558
1035,156.32963155555558
1036,156.32963155555558
1037,156.32963155555558
1038,156.32963155555558
1039,156.32963155555558
1040,156.32963155555558
1041,156.32963155555558
1042,156.32963155555558
1043,156.32963155555558
1044,156.32963155555558
1045,156.32963155555558
1046,156.32963155555558
1047,169.4730987
1048,169.4730987
1049,169.4730987
1050,169.4730987
1051,169.4730987
1052,169.4730987
1053,169.4730987
1054,169.4730987
1055,169.4730987
1056,169.4730987
1057,169.4730987
1058,169.4730987
1059,169.4730987
1060,169.4730987
1061,169.4730987
1062,169.4730987
1063,169.4730987
1064,169.4730987
1065,169.4730987
1066,169.4730987
1067,169.4730987
1068,169.4730987
1069,169.4730987
1070,169.4730987
1071,169.4730987
1072,169.4730987
1073,169.4730987
1074,169.4730987
1075,169.4730987
1076,169.4730987
1077,169.4730987
1078,169.4730987
1079,169.4730987
1080,169.4730987
1081,169.4730987
1082,169.4730987
1083,169.4730987
1084,169.4730987
1085,169.4730987
1086,169.4730987
1087,169.4730987
1088,169.4730987
1089,169.4730987
1090,169.4730987
1091,169.4730987
1092,169.4730987
1093,169.4730987
1094,169.4730987
1095,169.4730987
1096,169.4730987
1097,169.4730987
1098,169.4730987
1099,169.4730987
1100,169.4730987
1101,169.4730987
1102,169.4730987
